CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,COMMONAREA_AVG_WAS_MISSING,COMMONAREA_MODE_WAS_MISSING,COMMONAREA_MEDI_WAS_MISSING,NONLIVINGAPARTMENTS_MEDI_WAS_MISSING,NONLIVINGAPARTMENTS_MODE_WAS_MISSING,NONLIVINGAPARTMENTS_AVG_WAS_MISSING,FONDKAPREMONT_MODE_WAS_MISSING,LIVINGAPARTMENTS_AVG_WAS_MISSING,LIVINGAPARTMENTS_MEDI_WAS_MISSING,LIVINGAPARTMENTS_MODE_WAS_MISSING,FLOORSMIN_MODE_WAS_MISSING,FLOORSMIN_AVG_WAS_MISSING,FLOORSMIN_MEDI_WAS_MISSING,YEARS_BUILD_AVG_WAS_MISSING,YEARS_BUILD_MODE_WAS_MISSING,YEARS_BUILD_MEDI_WAS_MISSING,LANDAREA_MEDI_WAS_MISSING,LANDAREA_MODE_WAS_MISSING,LANDAREA_AVG_WAS_MISSING,BASEMENTAREA_AVG_WAS_MISSING,BASEMENTAREA_MODE_WAS_MISSING,BASEMENTAREA_MEDI_WAS_MISSING,EXT_SOURCE_1_WAS_MISSING,NONLIVINGAREA_MODE_WAS_MISSING,NONLIVINGAREA_AVG_WAS_MISSING,NONLIVINGAREA_MEDI_WAS_MISSING,ELEVATORS_MEDI_WAS_MISSING,ELEVATORS_MODE_WAS_MISSING,ELEVATORS_AVG_WAS_MISSING,WALLSMATERIAL_MODE_WAS_MISSING,APARTMENTS_AVG_WAS_MISSING,APARTMENTS_MODE_WAS_MISSING,APARTMENTS_MEDI_WAS_MISSING,ENTRANCES_AVG_WAS_MISSING,ENTRANCES_MODE_WAS_MISSING,ENTRANCES_MEDI_WAS_MISSING,LIVINGAREA_AVG_WAS_MISSING,LIVINGAREA_MODE_WAS_MISSING,LIVINGAREA_MEDI_WAS_MISSING,HOUSETYPE_MODE_WAS_MISSING,FLOORSMAX_MODE_WAS_MISSING,FLOORSMAX_MEDI_WAS_MISSING,FLOORSMAX_AVG_WAS_MISSING,YEARS_BEGINEXPLUATATION_AVG_WAS_MISSING,YEARS_BEGINEXPLUATATION_MODE_WAS_MISSING,YEARS_BEGINEXPLUATATION_MEDI_WAS_MISSING,TOTALAREA_MODE_WAS_MISSING,EMERGENCYSTATE_MODE_WAS_MISSING,OCCUPATION_TYPE_WAS_MISSING,EXT_SOURCE_3_WAS_MISSING,DAYS_EMPLOYED_WAS_MISSING,AMT_REQ_CREDIT_BUREAU_HOUR_WAS_MISSING,AMT_REQ_CREDIT_BUREAU_WEEK_WAS_MISSING,AMT_REQ_CREDIT_BUREAU_MON_WAS_MISSING,AMT_REQ_CREDIT_BUREAU_YEAR_WAS_MISSING,AMT_REQ_CREDIT_BUREAU_DAY_WAS_MISSING,AMT_REQ_CREDIT_BUREAU_QRT_WAS_MISSING,CREDIT_INCOME_RATIO,ANNUITY_INCOME_RATIO,CREDIT_TERM,DAYS_EMPLOYED_RATIO,INCOME_PER_PERSON,EXT_SOURCE_MEAN,EXT_SOURCE_STD,AGE_YEARS,BUREAU_COUNT,BUREAU_ACTIVE_COUNT,BUREAU_DAYS_CREDIT_MEAN,BUREAU_AMT_OVERDUE_MAX,BUREAU_AMT_CREDIT_SUM_MEAN,BUREAU_DAYS_CREDIT_MEAN_WAS_MISSING,BUREAU_AMT_OVERDUE_MAX_WAS_MISSING,BUREAU_AMT_CREDIT_SUM_MEAN_WAS_MISSING,NAME_EDUCATION_TYPE_ORDINAL,NAME_CONTRACT_TYPE_Revolving loans,CODE_GENDER_M,CODE_GENDER_XNA,FLAG_OWN_CAR_Y,FLAG_OWN_REALTY_Y,NAME_TYPE_SUITE_Family,NAME_TYPE_SUITE_Group of people,NAME_TYPE_SUITE_Other_A,NAME_TYPE_SUITE_Other_B,"NAME_TYPE_SUITE_Spouse, partner",NAME_TYPE_SUITE_Unaccompanied,NAME_INCOME_TYPE_Commercial associate,NAME_INCOME_TYPE_Maternity leave,NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE_Student,NAME_INCOME_TYPE_Unemployed,NAME_INCOME_TYPE_Working,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Unknown,NAME_FAMILY_STATUS_Widow,NAME_HOUSING_TYPE_House / apartment,NAME_HOUSING_TYPE_Municipal apartment,NAME_HOUSING_TYPE_Office apartment,NAME_HOUSING_TYPE_Rented apartment,NAME_HOUSING_TYPE_With parents,WEEKDAY_APPR_PROCESS_START_MONDAY,WEEKDAY_APPR_PROCESS_START_SATURDAY,WEEKDAY_APPR_PROCESS_START_SUNDAY,WEEKDAY_APPR_PROCESS_START_THURSDAY,WEEKDAY_APPR_PROCESS_START_TUESDAY,WEEKDAY_APPR_PROCESS_START_WEDNESDAY,FONDKAPREMONT_MODE_org spec account,FONDKAPREMONT_MODE_reg oper account,FONDKAPREMONT_MODE_reg oper spec account,HOUSETYPE_MODE_specific housing,HOUSETYPE_MODE_terraced house,WALLSMATERIAL_MODE_Mixed,WALLSMATERIAL_MODE_Monolithic,WALLSMATERIAL_MODE_Others,WALLSMATERIAL_MODE_Panel,"WALLSMATERIAL_MODE_Stone, brick",WALLSMATERIAL_MODE_Wooden,EMERGENCYSTATE_MODE_Yes,OCCUPATION_TYPE_FREQ_ENC,ORGANIZATION_TYPE_FREQ_ENC,"AGE_BUCKET_(30, 40]","AGE_BUCKET_(40, 50]","AGE_BUCKET_(50, 60]","AGE_BUCKET_(60, 70]","AGE_BUCKET_(70, 100]"
0,112500.0,531706.5,21478.5,459000.0,0.003069,-16334,-7392.0,-113.0,-525,-1.0,1,1,1,1,0,2.0,3,13,0,0,0,0,0,0,0.5059979305057544,0.7808980893032638,0.6706517530862718,0.0876,0.0763,0.9583,0.7552,0.0211,0.0,0.1379,0.1667,0.2083,0.0481,0.0756,0.0158,0.0,0.0036,0.084,0.0746,0.9583,0.7648,0.019,0.0,0.1379,0.1667,0.2083,0.0458,0.0771,0.0165,0.0,0.0011,0.0864,0.0758,0.9583,0.7585,0.0208,0.0,0.1379,0.2083,0.0487,0.0761,0.0161,0.0,0.0031,0.0203,4.0,0.0,4.0,0.0,-760.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72628,0.19092,0.0403954061122066,0.4525529570221623,56250.0,0.65251592429843,0.1383445175678834,44.75068493150685,8.0,4.0,-1284.125,0.0,202824.21375,0,0,0,3,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,0.4929157005765647,0.0542517178247282,False,True,False,False,False
0,112500.0,216144.0,13941.0,171000.0,0.006629,-16683,-217.0,-2845.0,-240,15.0,1,0,1,0,0,2.0,2,5,0,0,0,0,0,0,0.5059979305057544,0.7711695064992451,0.7544061731797895,0.0876,0.0763,0.9816,0.7552,0.0211,0.0,0.1379,0.1667,0.2083,0.0481,0.0756,0.0745,0.0,0.0036,0.084,0.0746,0.9816,0.7648,0.019,0.0,0.1379,0.1667,0.2083,0.0458,0.0771,0.0731,0.0,0.0011,0.0864,0.0758,0.9816,0.7585,0.0208,0.0,0.1379,0.2083,0.0487,0.0761,0.0749,0.0,0.0031,0.0688,1.0,0.0,1.0,0.0,-1284.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.92128,0.12392,0.0644986675549633,0.0130072528921656,56250.0,0.6771912033949296,0.1484944606639437,45.706849315068496,1.0,0.0,-1535.0,0.0,225000.0,0,0,0,1,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.1043930135832539,0.0254657556965441,False,True,False,False,False
0,157500.0,219042.0,26122.5,193500.0,0.00712,-20545,-1648.0,-8079.0,-2861,-1.0,1,0,1,0,0,2.0,2,12,0,0,0,0,0,0,0.5059979305057544,0.4159235487971998,0.7032033049040319,0.0876,0.0763,0.9816,0.7552,0.0211,0.0,0.1379,0.1667,0.2083,0.0481,0.0756,0.0745,0.0,0.0036,0.084,0.0746,0.9816,0.7648,0.019,0.0,0.1379,0.1667,0.2083,0.0458,0.0771,0.0731,0.0,0.0011,0.0864,0.0758,0.9816,0.7585,0.0208,0.0,0.1379,0.2083,0.0487,0.0761,0.0749,0.0,0.0031,0.0688,6.0,0.0,6.0,0.0,-251.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1.390742857142857,0.1658571428571428,0.1192579505300353,0.0802141640301776,78750.0,0.5417082614023286,0.1469313968039416,56.28767123287671,2.0,0.0,-2014.0,0.0,67080.51,0,0,0,1,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,0.4929157005765647,0.1800716071945393,False,False,True,False,False
0,157500.0,284427.0,15556.5,216000.0,0.020713,-18967,-1140.0,-9106.0,-2478,-1.0,1,0,1,0,0,2.0,3,8,0,0,0,0,0,0,0.4302830887551636,0.3343731976138448,0.4276573700350293,0.0876,0.0763,0.9816,0.7552,0.0211,0.0,0.1379,0.1667,0.2083,0.0481,0.0756,0.0745,0.0,0.0036,0.084,0.0746,0.9816,0.7648,0.019,0.0,0.1379,0.1667,0.2083,0.0458,0.0771,0.0731,0.0,0.0011,0.0864,0.0758,0.9816,0.7585,0.0208,0.0,0.1379,0.2083,0.0487,0.0761,0.0749,0.0,0.0031,0.0688,2.0,1.0,2.0,1.0,-531.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.8058857142857143,0.0987714285714285,0.0546941746036768,0.0601043918384562,78750.0,0.3974378854680125,0.054631398849993,51.96438356164384,5.0,4.0,-419.4,0.0,140942.745,0,0,0,1,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,0.4929157005765647,0.0338329360575719,False,False,True,False,False
0,225000.0,755190.0,36328.5,675000.0,0.008068,-11549,-1821.0,-1245.0,-3283,-1.0,1,0,1,0,0,2.0,3,12,0,0,0,0,1,1,0.5059979305057544,0.0028210244110393,0.5352762504724826,0.0876,0.0763,0.9816,0.7552,0.0211,0.0,0.1379,0.1667,0.2083,0.0481,0.0756,0.0745,0.0,0.0036,0.084,0.0746,0.9816,0.7648,0.019,0.0,0.1379,0.1667,0.2083,0.0458,0.0771,0.0731,0.0,0.0011,0.0864,0.0758,0.9816,0.7585,0.0208,0.0,0.1379,0.2083,0.0487,0.0761,0.0749,0.0,0.0031,0.0688,2.0,0.0,2.0,0.0,-570.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3.3564,0.16146,0.048105112620665,0.1576759892631396,112500.0,0.3480317351297587,0.2993194465804236,31.64109589041096,0.0,0.0,-1050.571428571429,0.0,195507.18409090908,1,1,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.4929157005765647,0.0071672232863214,True,False,False,False,False
0,180000.0,675000.0,18693.0,675000.0,0.028663,-9922,-1559.0,-7892.0,-28,6.0,1,0,1,0,0,2.0,2,17,0,0,0,0,0,0,0.2668276158013716,0.6135153861679604,0.5352762504724826,0.1361,0.1264,0.9781,0.7008,0.0115,0.0,0.2759,0.1667,0.2083,0.1127,0.111,0.1199,0.0,0.0,0.1387,0.1311,0.9782,0.7125,0.0116,0.0,0.2759,0.1667,0.2083,0.1153,0.1212,0.1249,0.0,0.0,0.1374,0.1264,0.9781,0.7048,0.0116,0.0,0.2759,0.2083,0.1147,0.1129,0.122,0.0,0.0,0.1006,0.0,0.0,0.0,0.0,-1317.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,3.75,0.10385,0.0276933333333333,0.157125579520258,90000.0,0.4718730841472715,0.1818325428945158,27.183561643835617,0.0,0.0,-1050.571428571429,0.0,195507.18409090908,1,1,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0.1043930135832539,0.2211042857003489,False,False,False,False,False
0,117450.0,473760.0,44424.0,450000.0,0.072508,-10293,-2753.0,-5068.0,-2950,-1.0,1,1,1,0,0,2.0,1,9,0,0,0,0,0,0,0.3529643171293781,0.645453505951853,0.6722428897082422,0.0861,0.0778,0.9742,0.6464,0.0211,0.0,0.1552,0.1667,0.2083,0.0,0.0756,0.0689,0.0,0.0193,0.063,0.0562,0.9737,0.6537,0.019,0.0,0.1034,0.1667,0.2083,0.0,0.0771,0.0518,0.0,0.0,0.0869,0.0778,0.9742,0.6511,0.0208,0.0,0.1552,0.2083,0.0,0.0761,0.0701,0.0,0.0197,0.0391,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.033716475095785,0.3782375478927203,0.0937689969604863,0.2674633245895269,58725.0,0.5568869042631578,0.1771093840766554,28.2,1.0,0.0,-417.0,0.0,483196.5,0,0,0,1,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,0.4929157005765647,0.2211042857003489,False,False,False,False,False
0,90000.0,1483650.0,61357.5,1350000.0,0.035792,-21233,-1648.0,-3295.0,-3736,-1.0,1,0,1,0,0,2.0,2,16,0,0,0,0,0,0,0.7897910305939826,0.3338963991821947,0.7751552674785404,0.0876,0.0763,0.9816,0.7552,0.0211,0.0,0.1379,0.1667,0.2083,0.0481,0.0756,0.0745,0.0,0.0036,0.084,0.0746,0.9816,0.7648,0.019,0.0,0.1379,0.1667,0.2083,0.0458,0.0771,0.0731,0.0,0.0011,0.0864,0.0758,0.9816,0.7585,0.0208,0.0,0.1379,0.2083,0.0487,0.0761,0.0749,0.0,0.0031,0.0688,0.0,0.0,0.0,0.0,-3755.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,16.485,0.68175,0.0413557779799818,0.077615033203033,45000.0,0.6329475657515725,0.2590892733410092,58.17260273972602,6.0,0.0,-1763.5,0.0,105980.295,0,0,0,1,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,0.4929157005765647,0.1800716071945393,False,False,True,False,False
0,135000.0,553806.0,26770.5,495000.0,0.0196889999999999,-22056,-1648.0,-3543.0,-4436,-1.0,1,0,1,0,0,2.0,2,9,0,0,0,0,0,0,0.5059979305057544,0.5265678174398003,0.3425288720742255,0.0876,0.0763,0.9816,0.7552,0.0211,0.0,0.1379,0.1667,0.2083,0.0481,0.0756,0.0745,0.0,0.0036,0.084,0.0746,0.9816,0.7648,0.019,0.0,0.1379,0.1667,0.2083,0.0458,0.0771,0.0731,0.0,0.0011,0.0864,0.0758,0.9816,0.7585,0.0208,0.0,0.1379,0.2083,0.0487,0.0761,0.0749,0.0,0.0031,0.0688,0.0,0.0,0.0,0.0,-529.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,4.102266666666667,0.1983,0.048339129586895,0.0747188973521944,67500.0,0.4583648733399267,0.1008427709557829,60.42739726027397,13.0,6.0,-1114.3846153846157,0.0,304892.7576923077,0,0,0,1,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,0.4929157005765647,0.1800716071945393,False,False,False,True,False
0,225000.0,323460.0,25933.5,270000.0,0.0096569999999999,-19908,-185.0,-2310.0,-3390,8.0,1,0,1,0,0,2.0,2,12,0,1,1,0,1,1,0.5059979305057544,0.2955376931544976,0.2091546988410069,0.0876,0.0763,0.9816,0.7552,0.0211,0.0,0.1379,0.1667,0.2083,0.0481,0.0756,0.0745,0.0,0.0036,0.084,0.0746,0.9816,0.7648,0.019,0.0,0.1379,0.1667,0.2083,0.0458,0.0771,0.0731,0.0,0.0011,0.0864,0.0758,0.9816,0.7585,0.0208,0.0,0.1379,0.2083,0.0487,0.0761,0.0749,0.0,0.0031,0.0688,0.0,0.0,0.0,0.0,-1569.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,6.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.4376,0.11526,0.0801752921535893,0.0092927466345187,112500.0,0.3368967741670863,0.1526823704064982,54.54246575342466,1.0,1.0,-388.0,0.0,1350000.0,0,0,0,1,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.0604953969126307,0.2211042857003489,False,False,True,False,False
2,157500.0,327024.0,21852.0,270000.0,0.006305,-12764,-2098.0,-751.0,-833,-1.0,1,0,1,0,0,4.0,3,4,0,0,0,0,0,0,0.5059979305057544,0.5705431250244671,0.6626377922738201,0.0876,0.0763,0.9816,0.7552,0.0211,0.0,0.1379,0.1667,0.2083,0.0481,0.0756,0.0745,0.0,0.0036,0.084,0.0746,0.9816,0.7648,0.019,0.0,0.1379,0.1667,0.2083,0.0458,0.0771,0.0731,0.0,0.0011,0.0864,0.0758,0.9816,0.7585,0.0208,0.0,0.1379,0.2083,0.0487,0.0761,0.0749,0.0,0.0031,0.0688,4.0,3.0,4.0,1.0,-604.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2.076342857142857,0.1387428571428571,0.0668207837956847,0.1643685365089313,39375.0,0.5797262826013472,0.0787226737413754,34.96986301369863,6.0,4.0,-405.3333333333333,0.0,287024.25,0,0,0,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.0896553294028506,0.1249126047523503,True,False,False,False,False
2,175500.0,604152.0,30978.0,540000.0,0.030755,-17264,-382.0,-901.0,-818,-1.0,1,0,1,0,0,4.0,2,14,0,0,0,0,0,0,0.5059979305057544,0.6221943728236515,0.7557400501752248,0.0876,0.0763,0.9816,0.7552,0.0211,0.0,0.1379,0.1667,0.2083,0.0481,0.0756,0.0745,0.0,0.0036,0.084,0.0746,0.9816,0.7648,0.019,0.0,0.1379,0.1667,0.2083,0.0458,0.0771,0.0731,0.0,0.0011,0.0864,0.0758,0.9816,0.7585,0.0208,0.0,0.1379,0.2083,0.0487,0.0761,0.0749,0.0,0.0031,0.0688,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3.4424615384615382,0.1765128205128205,0.0512751757835776,0.022126969416126,43875.0,0.6279774511682102,0.1249714550631643,47.298630136986304,1.0,0.0,-711.0,0.0,26910.0,0,0,0,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,0.4929157005765647,0.2211042857003489,False,True,False,False,False
0,67500.0,227520.0,12834.0,180000.0,0.018634,-20075,-7013.0,-2652.0,-3531,-1.0,1,1,1,1,0,2.0,2,10,0,0,0,0,0,0,0.7764444768476636,0.7417649349843696,0.3474182272002641,0.0876,0.0763,0.9816,0.7552,0.0211,0.0,0.1379,0.1667,0.2083,0.0481,0.0756,0.0745,0.0,0.0036,0.084,0.0746,0.9816,0.7648,0.019,0.0,0.1379,0.1667,0.2083,0.0458,0.0771,0.0731,0.0,0.0011,0.0864,0.0758,0.9816,0.7585,0.0208,0.0,0.1379,0.2083,0.0487,0.0761,0.0749,0.0,0.0031,0.0688,2.0,1.0,2.0,1.0,-1517.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3.3706666666666667,0.1901333333333333,0.0564082278481012,0.3493399750933997,33750.0,0.6218758796774324,0.2383189457605512,55.0,8.0,3.0,-1593.625,0.0,104733.5625,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.1043930135832539,0.1249126047523503,False,False,True,False,False
